chr1_1250000	chr4_155250000
chr5_176750000	chr13_55750000
chr5_177750000	chr11_51250000
chr5_179750000	chr11_49750000
chr5_180250000	chr11_49250000
chr6_1750000	chr13_32250000
chr6_2750000	chr13_32750000
chr6_3250000	chr13_34250000
chr6_5250000	chr13_36250000
chr6_7250000	chr13_37750000
chr6_7750000	chr13_38250000
chr6_8750000	chr13_39250000
chr6_9750000	chr13_40250000
chr6_10250000	chr13_40750000
chr6_11750000	chr13_41750000
chr6_12250000	chr13_42250000
chr6_12750000	chr13_42750000
chr6_13250000	chr13_43250000
chr6_13750000	chr13_43750000
chr6_14750000	chr13_44250000
chr6_15250000	chr13_44750000
chr6_15750000	chr13_45250000
chr6_16250000	chr13_45750000
chr6_16750000	chr13_46250000
chr6_17750000	chr13_46750000
chr6_18750000	chr13_47750000
chr6_19750000	chr13_48250000
chr6_20250000	chr13_30250000
chr6_20750000	chr13_29750000
chr6_21250000	chr13_29250000
chr6_21750000	chr13_28750000
chr6_23750000	chr13_25750000
chr6_24750000	chr13_24750000
chr6_26250000	chr13_23750000
chr6_31750000	chr17_35250000
chr6_32250000	chr17_34750000
chr6_33250000	chr17_34250000
chr6_34250000	chr17_27750000
chr6_35250000	chr17_28250000
chr6_36250000	chr17_28750000
chr6_36750000	chr17_29250000
chr6_37250000	chr17_29750000
chr6_38250000	chr17_30250000
chr6_38750000	chr17_30750000
chr6_39750000	chr17_49750000
chr6_40250000	chr17_49250000
chr6_40750000	chr17_48750000
chr6_41250000	chr17_48250000
chr6_41750000	chr17_47750000
chr6_42250000	chr17_47250000
chr6_43250000	chr17_46750000
chr6_43750000	chr17_46250000
chr6_44250000	chr17_45750000
chr6_44750000	chr17_45250000
chr6_45250000	chr17_44750000
chr6_46750000	chr17_43750000
chr6_47250000	chr17_43250000
chr6_47750000	chr17_42750000
chr6_50750000	chr1_19250000
chr6_51250000	chr1_19750000
chr6_51750000	chr1_20250000
chr6_53250000	chr9_77750000
chr6_53750000	chr9_77250000
chr6_57250000	chr1_33750000
chr6_71250000	chr1_24250000
chr6_72250000	chr1_23250000
chr6_79750000	chr9_82750000
chr6_82250000	chr9_85250000
chr6_83750000	chr9_86250000
chr6_84250000	chr9_86750000
chr6_85250000	chr9_87250000
chr6_85750000	chr9_87750000
chr6_86250000	chr9_88250000
chr6_88750000	chr4_34250000
chr6_89750000	chr4_33250000
chr6_91250000	chr4_32250000
chr6_91750000	chr4_31250000
chr6_92250000	chr4_30750000
chr6_94250000	chr4_28750000
chr6_97750000	chr4_24250000
chr6_98250000	chr4_23750000
chr6_98750000	chr4_23250000
chr6_99250000	chr4_22250000
chr6_100750000	chr10_50750000
chr6_101750000	chr10_49750000
chr6_102250000	chr10_49250000
chr6_104750000	chr10_45750000
chr6_105750000	chr10_44750000
chr6_106250000	chr10_44250000
chr6_107250000	chr10_43250000
chr6_107750000	chr10_42750000
chr6_108750000	chr10_42250000
chr6_109250000	chr10_41750000
chr6_110250000	chr10_40750000
chr6_110750000	chr10_40250000
chr6_114250000	chr10_36750000
chr6_116250000	chr10_34250000
chr6_116750000	chr10_33750000
chr6_119250000	chr10_53250000
chr6_125750000	chr10_30750000
chr6_126250000	chr10_30250000
chr6_127250000	chr10_29250000
chr6_128250000	chr10_28250000
chr6_128750000	chr10_27750000
chr6_129750000	chr10_26750000
chr6_130250000	chr10_26250000
chr6_131750000	chr10_24750000
chr6_132250000	chr10_24250000
chr6_132750000	chr10_23750000
chr6_133250000	chr10_23250000
chr6_135250000	chr10_21250000
chr6_135750000	chr10_20750000
chr6_136250000	chr10_20250000
chr6_137750000	chr10_19250000
chr6_138250000	chr10_18750000
chr6_138750000	chr10_18250000
chr6_139750000	chr10_17250000
chr6_140250000	chr10_16750000
chr6_143250000	chr10_13750000
chr6_143750000	chr10_13250000
chr6_144250000	chr10_12750000
chr6_148250000	chr10_9250000
chr6_149750000	chr10_7750000
chr6_150250000	chr10_7250000
chr6_152750000	chr10_5250000
chr6_155250000	chr17_3250000
chr6_155750000	chr17_3750000
chr6_156250000	chr17_4250000
chr6_156750000	chr17_4750000
chr6_157250000	chr17_5250000
chr6_158250000	chr17_5750000
chr6_161750000	chr17_12250000
chr6_162250000	chr17_11750000
chr6_163750000	chr17_10750000
chr6_170250000	chr17_15250000
chr7_1250000	chr5_140250000
chr7_2250000	chr5_140750000
chr7_3250000	chr5_141750000
chr7_3750000	chr5_142250000
chr7_4250000	chr5_142750000
chr7_6250000	chr5_144250000
chr7_7750000	chr6_8250000
chr7_8250000	chr6_8750000
chr7_8750000	chr6_9250000
chr7_11250000	chr6_12250000
chr7_13750000	chr12_39750000
chr7_14250000	chr12_39250000
chr7_15250000	chr12_38250000
chr7_15750000	chr12_37750000
chr7_20750000	chr12_120250000
chr7_21250000	chr12_119750000
chr7_21750000	chr12_119250000
chr7_22250000	chr12_118750000
chr7_24250000	chr6_49750000
chr7_25250000	chr6_50750000
chr7_25750000	chr6_51250000
chr7_26750000	chr6_51750000
chr7_27250000	chr6_52250000
chr7_27750000	chr6_52750000
chr7_28250000	chr6_53250000
chr7_28750000	chr6_53750000
chr7_30250000	chr6_54750000
chr7_31250000	chr6_55750000
chr7_33750000	chr9_22750000
chr7_35250000	chr9_24750000
chr7_37250000	chr13_20250000
chr7_39250000	chr13_18250000
chr7_40750000	chr13_17250000
chr7_41250000	chr13_16750000
chr7_41750000	chr13_16250000
chr7_42250000	chr13_15750000
chr7_44250000	chr11_5750000
chr7_44750000	chr11_6250000
chr7_50250000	chr11_11750000
chr7_67250000	chr5_134250000
chr7_68250000	chr5_133750000
chr7_68750000	chr5_133250000
chr7_69250000	chr5_132750000
chr7_69750000	chr5_132250000
chr7_71250000	chr5_131250000
chr7_75750000	chr5_136250000
chr7_77750000	chr5_20250000
chr7_78250000	chr5_19750000
chr7_81750000	chr5_15750000
chr7_82750000	chr5_14750000
chr7_83750000	chr5_13250000
chr7_84750000	chr5_12250000
chr7_86250000	chr5_9750000
chr7_87750000	chr5_8250000
chr7_90750000	chr5_4750000
chr7_91250000	chr5_4250000
chr7_92250000	chr5_3750000
chr7_94250000	chr6_4750000
chr7_95250000	chr6_5250000
chr7_95750000	chr6_5750000
chr7_96250000	chr6_6250000
chr7_96750000	chr6_6750000
chr7_97750000	chr5_144750000
chr7_98250000	chr5_145250000
chr7_98750000	chr5_145750000
chr7_99750000	chr5_138750000
chr7_100250000	chr5_138250000
chr7_101750000	chr5_136750000
chr7_103250000	chr5_21750000
chr7_106750000	chr12_32750000
chr7_107250000	chr12_32250000
chr7_107750000	chr12_45750000
chr7_108250000	chr12_45250000
chr7_110750000	chr12_42250000
chr7_111250000	chr12_41750000
chr7_111750000	chr12_41250000
chr7_112750000	chr6_13750000
chr7_114250000	chr6_15250000
chr7_114750000	chr6_15750000
chr7_115250000	chr6_16250000
chr7_115750000	chr6_16750000
chr7_116250000	chr6_17250000
chr7_116750000	chr6_17750000
chr7_117250000	chr6_18250000
chr7_120250000	chr6_21750000
chr7_120750000	chr6_22250000
chr7_122250000	chr6_23250000
chr7_123250000	chr6_24750000
chr7_126250000	chr6_27250000
chr7_126750000	chr6_27750000
chr7_127250000	chr6_28250000
chr7_127750000	chr6_28750000
chr7_128250000	chr6_29250000
chr7_128750000	chr6_29750000
chr7_129750000	chr6_30250000
chr7_130250000	chr6_30750000
chr7_130750000	chr6_31250000
chr7_131750000	chr6_32250000
chr7_132750000	chr6_32750000
chr7_133250000	chr6_33250000
chr7_133750000	chr6_33750000
chr7_134250000	chr6_34250000
chr7_134750000	chr6_34750000
chr7_137250000	chr6_36750000
chr7_138750000	chr6_38250000
chr7_139250000	chr6_38750000
chr7_139750000	chr6_39250000
chr7_140750000	chr6_39750000
chr7_141250000	chr6_40250000
chr7_142250000	chr6_41250000
chr7_147750000	chr6_46750000
chr7_148250000	chr6_47250000
chr7_148750000	chr6_47750000
chr7_149250000	chr6_48250000
chr7_150250000	chr6_48750000
chr7_150750000	chr5_23750000
chr7_151750000	chr5_24750000
chr7_156250000	chr5_29250000
chr7_156750000	chr5_29750000
chr8_8750000	chr8_36750000
chr8_9250000	chr8_36250000
chr8_9750000	chr14_65250000
chr8_10250000	chr14_64750000
chr8_10750000	chr14_64250000
chr8_11750000	chr14_63750000
chr8_13250000	chr8_37750000
chr8_20250000	chr14_72750000
chr8_20750000	chr14_72250000
chr8_21250000	chr14_71750000
chr8_21750000	chr14_71250000
chr8_22250000	chr14_70750000
chr8_22750000	chr14_70250000
chr8_23750000	chr14_69750000
chr8_24750000	chr14_68750000
chr8_25250000	chr14_68250000
chr8_25750000	chr14_67750000
chr8_27250000	chr14_66750000
chr8_29250000	chr8_35750000
chr8_29750000	chr8_35250000
chr8_30750000	chr8_34750000
chr8_32250000	chr8_33250000
chr8_32750000	chr8_32750000
chr8_33250000	chr8_32250000
chr8_35250000	chr8_30250000
chr8_35750000	chr8_29750000
chr8_37250000	chr8_27750000
chr8_37750000	chr8_28250000
chr8_38250000	chr8_26750000
chr8_38750000	chr8_26250000
chr8_40250000	chr8_25250000
chr8_41750000	chr8_24250000
chr8_42250000	chr8_23750000
chr8_42750000	chr8_27250000
chr8_48750000	chr16_15750000
chr8_53250000	chr1_6750000
chr8_55250000	chr1_4750000
chr8_57250000	chr4_3750000
chr8_59750000	chr4_6750000
chr8_60250000	chr4_7250000
chr8_60750000	chr4_7750000
chr8_61750000	chr4_8750000
chr8_64750000	chr3_16750000
chr8_65250000	chr3_17750000
chr8_65750000	chr3_18250000
chr8_66250000	chr3_18750000
chr8_66750000	chr3_19250000
chr8_67750000	chr1_9750000
chr8_68250000	chr1_10250000
chr8_70750000	chr1_12750000
chr8_71750000	chr1_13750000
chr8_72250000	chr1_14250000
chr8_72750000	chr1_14750000
chr8_74250000	chr1_16250000
chr8_77250000	chr3_4750000
chr8_77750000	chr3_5250000
chr8_80750000	chr3_8750000
chr8_81250000	chr3_9250000
chr8_93250000	chr4_13750000
chr8_93750000	chr4_13250000
chr8_94250000	chr4_12750000
chr8_95750000	chr4_11250000
chr8_96250000	chr4_10750000
chr8_96750000	chr4_10250000
chr8_97250000	chr4_9750000
chr8_98750000	chr15_34250000
chr8_99250000	chr15_34750000
chr8_99750000	chr15_35250000
chr8_100750000	chr15_35750000
chr8_101250000	chr15_36250000
chr8_101750000	chr15_36750000
chr8_102750000	chr15_37250000
chr8_103250000	chr15_37750000
chr8_103750000	chr15_38250000
chr8_104250000	chr15_38750000
chr8_104750000	chr15_39250000
chr8_106250000	chr15_40250000
chr8_106750000	chr15_40750000
chr8_107250000	chr15_41250000
chr8_108250000	chr15_42250000
chr8_108750000	chr15_42750000
chr8_110250000	chr15_44250000
chr8_116250000	chr15_50250000
chr8_116750000	chr15_50750000
chr8_117250000	chr15_51250000
chr8_117750000	chr15_51750000
chr8_118250000	chr15_52250000
chr8_118750000	chr15_52750000
chr8_119250000	chr15_53250000
chr8_120750000	chr15_54750000
chr8_121250000	chr15_55250000
chr8_124250000	chr15_57750000
chr8_124750000	chr15_58250000
chr8_125750000	chr15_58750000
chr8_126250000	chr15_59250000
chr8_126750000	chr15_59750000
chr8_128250000	chr15_61250000
chr8_128750000	chr15_61750000
chr8_129750000	chr15_62750000
chr8_130250000	chr15_63250000
chr8_133750000	chr15_66250000
chr8_141750000	chr15_73250000
chr8_142750000	chr15_73750000
chr8_143750000	chr15_74250000
chr8_144750000	chr15_75750000
chr8_145750000	chr15_76250000
chr9_250000	chr19_25250000
chr9_1250000	chr19_25750000
chr9_2250000	chr19_26750000
chr9_2750000	chr19_27250000
chr9_3250000	chr19_27750000
chr9_3750000	chr19_28250000
chr9_4250000	chr19_28750000
chr9_4750000	chr19_29250000
chr9_5750000	chr19_29750000
chr9_8250000	chr4_75750000
chr9_13250000	chr4_81250000
chr9_14250000	chr4_82250000
chr9_16250000	chr4_83750000
chr9_16750000	chr4_84250000
chr9_17250000	chr4_84750000
chr9_19750000	chr4_86750000
chr9_20250000	chr4_87250000
chr9_20750000	chr4_87750000
chr9_22250000	chr4_89250000
chr9_22750000	chr4_89750000
chr9_23250000	chr4_90250000
chr9_23750000	chr4_90750000
chr9_25750000	chr4_93250000
chr9_26250000	chr4_93750000
chr9_26750000	chr4_94250000
chr9_27750000	chr4_35250000
chr9_33250000	chr4_40750000
chr9_34250000	chr4_41250000
chr9_35250000	chr4_43250000
chr9_35750000	chr4_43750000
chr9_37250000	chr4_44750000
chr9_37750000	chr4_45250000
chr9_38250000	chr4_45750000
chr9_71250000	chr19_24750000
chr9_71750000	chr19_24250000
chr9_77250000	chr19_19250000
chr9_78750000	chr19_17750000
chr9_79250000	chr19_17250000
chr9_79750000	chr19_16750000
chr9_81250000	chr19_15750000
chr9_81750000	chr19_15250000
chr9_82250000	chr19_14750000
chr9_82750000	chr19_14250000
chr9_84250000	chr4_71750000
chr9_88750000	chr13_59750000
chr9_89750000	chr13_60250000
chr9_91750000	chr13_51750000
chr9_95250000	chr13_49750000
chr9_98250000	chr13_63750000
chr9_99250000	chr13_64250000
chr9_100750000	chr4_46250000
chr9_101250000	chr4_46750000
chr9_101750000	chr4_47250000
chr9_102250000	chr4_47750000
chr9_102750000	chr4_48250000
chr9_103250000	chr4_48750000
chr9_104250000	chr4_49750000
chr9_107750000	chr4_53250000
chr9_108250000	chr4_53750000
chr9_108750000	chr4_54250000
chr9_109750000	chr4_55250000
chr9_110250000	chr4_55750000
chr9_112250000	chr4_57250000
chr9_112750000	chr4_57750000
chr9_114250000	chr4_58750000
chr9_114750000	chr4_59250000
chr9_115250000	chr4_59750000
chr9_116250000	chr4_62250000
chr9_116750000	chr4_62750000
chr9_117250000	chr4_63250000
chr9_117750000	chr4_63750000
chr9_118750000	chr4_64750000
chr9_119250000	chr4_65250000
chr9_120750000	chr4_66750000
chr9_121750000	chr4_68250000
chr9_122250000	chr4_68750000
chr9_123750000	chr2_34750000
chr9_124250000	chr2_35250000
chr9_124750000	chr2_35750000
chr9_125750000	chr2_37250000
chr9_126250000	chr2_37750000
chr9_126750000	chr2_38250000
chr9_127250000	chr2_38750000
chr9_128750000	chr2_34250000
chr9_129250000	chr2_33750000
chr9_129750000	chr2_33250000
chr9_130250000	chr2_32750000
chr9_130750000	chr2_32250000
chr9_131250000	chr2_29750000
chr9_131750000	chr2_30250000
chr9_132250000	chr2_30750000
chr9_133250000	chr2_31250000
chr9_133750000	chr2_31750000
chr9_134750000	chr2_29250000
chr9_135250000	chr2_28750000
chr9_136250000	chr2_26750000
chr9_136750000	chr2_27250000
chr9_138750000	chr2_25750000
chr9_139250000	chr2_26250000
chr9_140250000	chr2_25250000
chr9_140750000	chr2_24750000
chr10_750000	chr13_9250000
chr10_1250000	chr13_8750000
chr10_1750000	chr13_8250000
chr10_3750000	chr13_5750000
chr10_8250000	chr2_9750000
chr10_8750000	chr2_9250000
chr10_9250000	chr2_8750000
chr10_10750000	chr2_7250000
chr10_11250000	chr2_6750000
chr10_12250000	chr2_5750000
chr10_15750000	chr2_12250000
chr10_16750000	chr2_13250000
chr10_21750000	chr2_17750000
chr10_22250000	chr2_18250000
chr10_22750000	chr2_18750000
chr10_23250000	chr2_19250000
chr10_24750000	chr2_20750000
chr10_31250000	chr18_5250000
chr10_32250000	chr18_6250000
chr10_33750000	chr8_130750000
chr10_34250000	chr8_130250000
chr10_34750000	chr8_129750000
chr10_49750000	chr14_34250000
chr10_50750000	chr14_33250000
chr10_52750000	chr19_31750000
chr10_54250000	chr19_30750000
chr10_61750000	chr10_69250000
chr10_63750000	chr10_67750000
chr10_64750000	chr10_66750000
chr10_68750000	chr10_63750000
chr10_69750000	chr10_62750000
chr10_70750000	chr10_62250000
chr10_71250000	chr10_61750000
chr10_71750000	chr10_61250000
chr10_72250000	chr10_60750000
chr10_73750000	chr10_59750000
chr10_74250000	chr10_59250000
chr10_75250000	chr14_21250000
chr10_75750000	chr14_21750000
chr10_76750000	chr14_22250000
chr10_77250000	chr14_22750000
chr10_77750000	chr14_23250000
chr10_78250000	chr14_23750000
chr10_78750000	chr14_24250000
chr10_79250000	chr14_24750000
chr10_79750000	chr14_25250000
chr10_80250000	chr14_25750000
chr10_80750000	chr14_26250000
chr10_84250000	chr14_39750000
chr10_86250000	chr14_37750000
chr10_88250000	chr14_35750000
chr10_88750000	chr14_35250000
chr10_89750000	chr19_32750000
chr10_90250000	chr19_33250000
chr10_91250000	chr19_34750000
chr10_92750000	chr19_36250000
chr10_93250000	chr19_36750000
chr10_93750000	chr19_37250000
chr10_94750000	chr19_37750000
chr10_95250000	chr19_38250000
chr10_96250000	chr19_38750000
chr10_97250000	chr19_40250000
chr10_98250000	chr19_41250000
chr10_98750000	chr19_41750000
chr10_100750000	chr19_43250000
chr10_101250000	chr19_43750000
chr10_102750000	chr19_45250000
chr10_103250000	chr19_45750000
chr10_104250000	chr19_46250000
chr10_105250000	chr19_47250000
chr10_105750000	chr19_47750000
chr10_106750000	chr19_48750000
chr10_107750000	chr19_49750000
chr10_108250000	chr19_50250000
chr10_111750000	chr19_53250000
chr10_112250000	chr19_53750000
chr10_112750000	chr19_54250000
chr10_114250000	chr19_55250000
chr10_114750000	chr19_55750000
chr10_115250000	chr19_56250000
chr10_115750000	chr19_56750000
chr10_116250000	chr19_57250000
chr10_117750000	chr19_58250000
chr10_118250000	chr19_58750000
chr10_119750000	chr19_59750000
chr10_120250000	chr19_60250000
chr10_120750000	chr19_60750000
chr10_121250000	chr7_135750000
chr10_122750000	chr7_136750000
chr10_123250000	chr7_137250000
chr10_123750000	chr7_137750000
chr10_124250000	chr7_138250000
chr10_124750000	chr7_138750000
chr10_126250000	chr7_139750000
chr10_126750000	chr7_140250000
chr10_127250000	chr7_140750000
chr10_130250000	chr7_143250000
chr10_130750000	chr7_143750000
chr10_131750000	chr7_144250000
chr10_132750000	chr7_145250000
chr10_133250000	chr7_145750000
chr10_134750000	chr7_146750000
chr11_250000	chr7_148250000
chr11_750000	chr7_148750000
chr11_2750000	chr7_150750000
chr11_3750000	chr7_109250000
chr11_4250000	chr7_109750000
chr11_6750000	chr7_112750000
chr11_8250000	chr7_116250000
chr11_8750000	chr7_116750000
chr11_9250000	chr7_117250000
chr11_10250000	chr7_117750000
chr11_10750000	chr7_118250000
chr11_11250000	chr7_118750000
chr11_11750000	chr7_119250000
chr11_12750000	chr7_119750000
chr11_13250000	chr7_120250000
chr11_13750000	chr7_120750000
chr11_14250000	chr7_121250000
chr11_15750000	chr7_122250000
chr11_16250000	chr7_122750000
chr11_16750000	chr7_123250000
chr11_17750000	chr7_53750000
chr11_18750000	chr7_54250000
chr11_19250000	chr7_56250000
chr11_20250000	chr7_56750000
chr11_20750000	chr7_57250000
chr11_28750000	chr2_108750000
chr11_30750000	chr2_106250000
chr11_31750000	chr2_105750000
chr11_32250000	chr2_105250000
chr11_32750000	chr2_104750000
chr11_33250000	chr2_104250000
chr11_33750000	chr2_103750000
chr11_34750000	chr2_103250000
chr11_35250000	chr2_102750000
chr11_35750000	chr2_102250000
chr11_36250000	chr2_101750000
chr11_36750000	chr2_101250000
chr11_40250000	chr2_97250000
chr11_44250000	chr2_93750000
chr11_45250000	chr2_92750000
chr11_45750000	chr2_92250000
chr11_46250000	chr2_91750000
chr11_46750000	chr2_91250000
chr11_56250000	chr2_85750000
chr11_56750000	chr2_85250000
chr11_57250000	chr2_84750000
chr11_57750000	chr2_84250000
chr11_58250000	chr19_12750000
chr11_59250000	chr19_12250000
chr11_61250000	chr19_10750000
chr11_62250000	chr19_9250000
chr11_63750000	chr19_7250000
chr11_64250000	chr19_6750000
chr11_64750000	chr19_6250000
chr11_65250000	chr19_5750000
chr11_65750000	chr19_5250000
chr11_66250000	chr19_4750000
chr11_67250000	chr19_4250000
chr11_68250000	chr19_3750000
chr11_68750000	chr7_152250000
chr11_70250000	chr7_151750000
chr11_72250000	chr7_108750000
chr11_72750000	chr7_108250000
chr11_73250000	chr7_107750000
chr11_74250000	chr7_107250000
chr11_74750000	chr7_106750000
chr11_75750000	chr7_106250000
chr11_76250000	chr7_105750000
chr11_77750000	chr7_104750000
chr11_78250000	chr7_104250000
chr11_78750000	chr7_103750000
chr11_79250000	chr7_103250000
chr11_79750000	chr7_102750000
chr11_82750000	chr7_99750000
chr11_84250000	chr7_98750000
chr11_84750000	chr7_98250000
chr11_85250000	chr7_97750000
chr11_85750000	chr7_97250000
chr11_86750000	chr7_96750000
chr11_92250000	chr9_16250000
chr11_92750000	chr9_15750000
chr11_93250000	chr9_15250000
chr11_95750000	chr9_13250000
chr11_108250000	chr9_53250000
chr11_110250000	chr9_51750000
chr11_111750000	chr9_50750000
chr11_112250000	chr9_50250000
chr11_112750000	chr9_49750000
chr11_113250000	chr9_49250000
chr11_113750000	chr9_48750000
chr11_114250000	chr9_48250000
chr11_115250000	chr9_47250000
chr11_116250000	chr9_46250000
chr11_117250000	chr9_45750000
chr11_117750000	chr9_45250000
chr11_118250000	chr9_44750000
chr11_118750000	chr9_44250000
chr11_119250000	chr9_43750000
chr11_119750000	chr9_43250000
chr11_120250000	chr9_42750000
chr11_120750000	chr9_42250000
chr11_121750000	chr9_41750000
chr11_122250000	chr9_41250000
chr11_122750000	chr9_40750000
chr11_123250000	chr9_40250000
chr11_124750000	chr9_37250000
chr11_125250000	chr9_36750000
chr11_125750000	chr9_35250000
chr11_126250000	chr9_34750000
chr11_126750000	chr9_34250000
chr11_127250000	chr9_33750000
chr11_127750000	chr9_33250000
chr11_128250000	chr9_32750000
chr11_128750000	chr9_32250000
chr11_129250000	chr9_31750000
chr11_129750000	chr9_31250000
chr11_130250000	chr9_30750000
chr11_130750000	chr9_30250000
chr11_131250000	chr9_29750000
chr11_131750000	chr9_29250000
chr11_132750000	chr9_28250000
chr11_133250000	chr9_27750000
chr11_133750000	chr9_27250000
chr11_134250000	chr9_26750000
chr12_250000	chr6_121250000
chr12_1250000	chr6_119750000
chr12_1750000	chr6_119250000
chr12_2750000	chr6_118750000
chr12_3750000	chr6_127750000
chr12_4250000	chr6_127250000
chr12_4750000	chr6_126750000
chr12_5250000	chr6_126250000
chr12_5750000	chr6_125750000
chr12_6750000	chr6_124750000
chr12_12250000	chr6_134250000
chr12_12750000	chr6_134750000
chr12_13250000	chr6_135250000
chr12_13750000	chr6_135750000
chr12_14750000	chr6_136750000
chr12_15750000	chr6_137250000
chr12_16250000	chr6_137750000
chr12_16750000	chr6_138250000
chr12_17250000	chr6_138750000
chr12_17750000	chr6_139250000
chr12_19250000	chr6_140250000
chr12_20750000	chr6_141250000
chr12_22750000	chr6_143250000
chr12_23750000	chr6_143750000
chr12_24250000	chr6_144250000
chr12_24750000	chr6_144750000
chr12_26250000	chr6_145750000
chr12_27250000	chr6_146750000
chr12_28250000	chr6_147250000
chr12_39750000	chr15_90750000
chr12_41750000	chr15_92250000
chr12_42250000	chr15_92750000
chr12_42750000	chr15_93250000
chr12_44750000	chr15_94750000
chr12_45250000	chr15_95250000
chr12_45750000	chr15_95750000
chr12_46250000	chr15_96250000
chr12_48250000	chr15_97750000
chr12_49250000	chr15_98750000
chr12_50250000	chr15_99250000
chr12_51250000	chr15_100250000
chr12_52750000	chr15_101250000
chr12_53750000	chr15_102250000
chr12_54250000	chr15_102750000
chr12_56250000	chr10_128250000
chr12_56750000	chr10_127750000
chr12_57250000	chr10_127250000
chr12_57750000	chr10_126750000
chr12_58750000	chr10_125750000
chr12_59250000	chr10_125250000
chr12_62750000	chr10_122750000
chr12_63250000	chr10_122250000
chr12_65250000	chr10_120750000
chr12_65750000	chr10_120250000
chr12_66250000	chr10_119750000
chr12_67250000	chr10_119250000
chr12_67750000	chr10_118750000
chr12_68250000	chr10_118250000
chr12_69750000	chr10_116750000
chr12_70750000	chr10_115750000
chr12_71750000	chr10_115250000
chr12_72250000	chr10_114750000
chr12_72750000	chr10_114250000
chr12_73250000	chr10_113750000
chr12_76750000	chr10_110750000
chr12_77250000	chr10_110250000
chr12_79750000	chr10_108250000
chr12_80250000	chr10_107750000
chr12_80750000	chr10_107250000
chr12_81250000	chr10_106750000
chr12_81750000	chr10_106250000
chr12_83250000	chr10_104750000
chr12_85750000	chr10_102250000
chr12_88250000	chr10_100250000
chr12_89750000	chr10_98750000
chr12_90250000	chr10_98250000
chr12_92250000	chr10_96250000
chr12_93750000	chr10_95250000
chr12_94250000	chr10_94750000
chr12_94750000	chr10_94250000
chr12_95250000	chr10_93750000
chr12_95750000	chr10_93250000
chr12_96750000	chr10_92750000
chr12_97250000	chr10_92250000
chr12_97750000	chr10_91750000
chr12_98250000	chr10_91250000
chr12_98750000	chr10_90750000
chr12_99250000	chr10_90250000
chr12_101250000	chr10_88750000
chr12_101750000	chr10_88250000
chr12_102250000	chr10_87750000
chr12_102750000	chr10_87250000
chr12_105250000	chr10_82750000
chr12_107250000	chr10_84250000
chr12_108750000	chr5_114250000
chr12_109750000	chr5_114750000
chr12_110250000	chr5_115250000
chr12_110750000	chr5_122750000
chr12_111750000	chr5_122250000
chr12_112750000	chr5_121750000
chr12_113750000	chr5_120750000
chr12_115750000	chr5_119750000
chr12_116250000	chr5_119250000
chr12_117250000	chr5_118750000
chr12_117750000	chr5_118250000
chr12_118750000	chr5_117750000
chr12_119250000	chr5_117250000
chr12_120250000	chr5_116250000
chr12_120750000	chr5_115750000
chr12_121750000	chr5_123250000
chr12_122250000	chr5_123750000
chr12_122750000	chr5_124250000
chr12_123750000	chr5_124750000
chr12_124250000	chr5_125250000
chr12_125250000	chr5_125750000
chr12_130250000	chr5_128750000
chr12_130750000	chr5_129250000
chr13_20750000	chr14_57750000
chr13_21250000	chr14_58250000
chr13_22250000	chr14_58750000
chr13_25250000	chr14_57250000
chr13_28750000	chr5_148250000
chr13_29250000	chr5_148750000
chr13_30250000	chr5_149250000
chr13_31750000	chr5_150250000
chr13_32750000	chr5_151250000
chr13_33750000	chr5_151750000
chr13_36250000	chr3_55250000
chr13_38250000	chr3_54250000
chr13_39250000	chr3_53250000
chr13_41250000	chr3_52250000
chr13_41750000	chr14_79750000
chr13_43750000	chr14_78250000
chr13_44250000	chr14_77750000
chr13_45250000	chr14_76750000
chr13_45750000	chr14_76250000
chr13_47250000	chr14_75250000
chr13_48750000	chr14_73750000
chr13_50750000	chr14_62250000
chr13_51250000	chr14_62750000
chr13_51750000	chr14_63250000
chr13_53250000	chr14_80250000
chr13_53750000	chr14_80750000
chr13_54250000	chr14_81250000
chr13_58250000	chr14_84750000
chr13_59250000	chr14_85750000
chr13_59750000	chr14_86750000
chr13_60250000	chr14_87250000
chr13_60750000	chr14_87750000
chr13_61750000	chr14_88750000
chr13_66750000	chr14_93250000
chr13_67250000	chr14_93750000
chr13_67750000	chr14_94250000
chr13_68250000	chr14_94750000
chr13_71250000	chr14_97250000
chr13_71750000	chr14_97750000
chr13_72250000	chr14_98250000
chr13_72750000	chr14_98750000
chr13_73250000	chr14_99250000
chr13_73750000	chr14_99750000
chr13_74250000	chr14_100250000
chr13_74750000	chr14_100750000
chr13_75250000	chr14_101250000
chr13_75750000	chr14_101750000
chr13_76250000	chr14_102250000
chr13_77750000	chr14_103750000
chr13_79250000	chr14_104750000
chr13_79750000	chr14_105250000
chr13_80250000	chr14_105750000
chr13_80750000	chr14_106250000
chr13_81250000	chr14_106750000
chr13_84250000	chr14_109250000
chr13_91250000	chr14_114750000
chr13_91750000	chr14_115250000
chr13_93750000	chr14_117250000
chr13_94250000	chr14_117750000
chr13_94750000	chr14_118250000
chr13_95750000	chr14_118750000
chr13_96250000	chr14_119250000
chr13_96750000	chr14_119750000
chr13_97250000	chr14_120250000
chr13_97750000	chr14_120750000
chr13_98750000	chr14_121250000
chr13_99250000	chr14_121750000
chr13_99750000	chr14_122250000
chr13_100750000	chr14_122750000
chr13_101250000	chr14_123250000
chr13_106750000	chr8_8250000
